Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-12-11 13:10:54,"Endurance Day",1h,"Stiff Leg Deadlift (Dumbbell)",1,60.0,15,0,0,"","",
2021-12-11 13:10:54,"Endurance Day",1h,"Stiff Leg Deadlift (Dumbbell)",2,60.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Stiff Leg Deadlift (Dumbbell)",3,60.0,12,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Stiff Leg Deadlift (Dumbbell)",4,60.0,10,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Iso-Lateral Chest Press (Machine)",1,10.0,15,0,0,"",,
2021-12-11 13:10:54,"Endurance Day",1h,"Iso-Lateral Chest Press (Machine)",2,10.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Iso-Lateral Chest Press (Machine)",3,10.0,12,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Iso-Lateral Chest Press (Machine)",4,10.0,10,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Bulgarian Split Squat",1,0.0,20,0,0,"",,
2021-12-11 13:10:54,"Endurance Day",1h,"Bulgarian Split Squat",2,0.0,24,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Bulgarian Split Squat",3,0.0,24,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Bulgarian Split Squat",4,0.0,24,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Bent Over Row (Dumbbell)",1,10.0,15,0,0,"",,
2021-12-11 13:10:54,"Endurance Day",1h,"Bent Over Row (Dumbbell)",2,10.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Bent Over Row (Dumbbell)",3,10.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Bent Over Row (Dumbbell)",4,10.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Leg Extension (Machine)",1,20.0,15,0,0,"",,
2021-12-11 13:10:54,"Endurance Day",1h,"Leg Extension (Machine)",2,20.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Leg Extension (Machine)",3,20.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Leg Extension (Machine)",4,20.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Lateral Raise (Dumbbell)",1,5.0,15,0,0,"",,
2021-12-11 13:10:54,"Endurance Day",1h,"Lateral Raise (Dumbbell)",2,5.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Lateral Raise (Dumbbell)",3,5.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Lateral Raise (Dumbbell)",4,5.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Seated Leg Curl (Machine)",1,20.0,15,0,0,"",,
2021-12-11 13:10:54,"Endurance Day",1h,"Seated Leg Curl (Machine)",2,20.0,20,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Seated Leg Curl (Machine)",3,20.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Seated Leg Curl (Machine)",4,28.0,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Upright Row (Dumbbell)",1,7.5,15,0,0,"",,
2021-12-11 13:10:54,"Endurance Day",1h,"Upright Row (Dumbbell)",2,7.5,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Upright Row (Dumbbell)",3,7.5,15,0,0,,,
2021-12-11 13:10:54,"Endurance Day",1h,"Upright Row (Dumbbell)",4,7.5,15,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Squat (Barbell)",1,80.0,10,0,0,"Keep legs aligned with shoulders and push through the heels.","Liberal rest breaks between sets. Aim for 8-10 reps and when comfortable with the 40, increase the weight.",
2021-12-13 10:18:04,"Strength Day",1h 7m,"Squat (Barbell)",2,80.0,10,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Squat (Barbell)",3,80.0,10,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Squat (Barbell)",4,80.0,10,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Deadlift (Barbell)",1,90.0,10,0,0,"Align bar with shoelaces, keep legs and straight and possible.",,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Deadlift (Barbell)",2,90.0,10,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Deadlift (Barbell)",3,90.0,8,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Deadlift (Barbell)",4,90.0,8,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Clean and Jerk (Barbell)",1,20.0,10,0,0,"",,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Clean and Jerk (Barbell)",2,20.0,10,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Clean and Jerk (Barbell)",3,30.0,8,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Clean and Jerk (Barbell)",4,30.0,8,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Bench Press (Barbell)",1,40.0,10,0,0,"",,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Bench Press (Barbell)",2,40.0,8,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Bench Press (Barbell)",3,40.0,7,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Bench Press (Barbell)",4,40.0,6,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Iso-Lateral Row (Machine)",1,50.0,10,0,0,"",,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Iso-Lateral Row (Machine)",2,50.0,10,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Iso-Lateral Row (Machine)",3,50.0,10,0,0,,,
2021-12-13 10:18:04,"Strength Day",1h 7m,"Iso-Lateral Row (Machine)",4,50.0,10,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Leg Press",1,120.0,15,0,0,"Push against with the heels","",
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Leg Press",2,120.0,12,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Leg Press",3,120.0,12,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Leg Press",4,120.0,12,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Strict Military Press (Barbell)",1,20.0,15,0,0,"Keep arms at shoulder width, tighten up in the core",,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Strict Military Press (Barbell)",2,20.0,15,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Strict Military Press (Barbell)",3,20.0,12,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Strict Military Press (Barbell)",4,20.0,12,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Pull Up (Band)",1,0.0,8,0,0,"Purple band over one of the cheaper looking squat racks",,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Pull Up (Band)",2,0.0,7,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Pull Up (Band)",3,0.0,6,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Pull Up (Band)",4,0.0,5,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Squat (Dumbbell)",1,25.0,10,0,0,"Superset",,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Squat (Dumbbell)",2,25.0,15,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Squat (Dumbbell)",3,25.0,15,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Squat (Dumbbell)",4,25.0,15,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Lunge (Dumbbell)",1,25.0,12,0,0,"",,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Lunge (Dumbbell)",2,25.0,10,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Lunge (Dumbbell)",3,25.0,12,0,0,,,
2021-12-16 13:30:21,"Hypertrophy Day",55m,"Lunge (Dumbbell)",4,25.0,12,0,0,,,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Running (Treadmill)",1,0,0,5.0,1800,"","",
2021-12-18 14:49:48,"Afternoon Workout",21m,"Pull Up (Band)",1,0.0,8,0,0,"Green band",,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Pull Up (Band)",2,0.0,8,0,0,,,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Pull Up (Band)",3,0.0,10,0,0,,,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Pull Up (Band)",4,0.0,7,0,0,,,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Bench Press (Barbell)",1,40.0,12,0,0,"",,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Bench Press (Barbell)",2,40.0,10,0,0,,,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Bench Press (Barbell)",3,40.0,8,0,0,,,
2021-12-18 14:49:48,"Afternoon Workout",21m,"Bench Press (Barbell)",4,40.0,9,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Squat (Barbell)",1,80.0,10,0,0,"Keep legs aligned with shoulders and push through the heels.","",
2021-12-29 10:26:37,"Strength Day",55m,"Squat (Barbell)",2,80.0,10,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Squat (Barbell)",3,80.0,10,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Squat (Barbell)",4,80.0,10,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Deadlift (Barbell)",1,90.0,10,0,0,"Align bar with shoelaces, keep legs and straight and possible.",,
2021-12-29 10:26:37,"Strength Day",55m,"Deadlift (Barbell)",2,90.0,10,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Deadlift (Barbell)",3,90.0,9,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Deadlift (Barbell)",4,90.0,8,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Clean and Jerk (Barbell)",1,30.0,8,0,0,"",,
2021-12-29 10:26:37,"Strength Day",55m,"Clean and Jerk (Barbell)",2,30.0,8,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Clean and Jerk (Barbell)",3,30.0,8,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Clean and Jerk (Barbell)",4,30.0,8,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Iso-Lateral Chest Press (Machine)",1,20.0,10,0,0,"",,
2021-12-29 10:26:37,"Strength Day",55m,"Iso-Lateral Chest Press (Machine)",2,10.0,6,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Iso-Lateral Chest Press (Machine)",3,10.0,8,0,0,,,
2021-12-29 10:26:37,"Strength Day",55m,"Iso-Lateral Chest Press (Machine)",4,10.0,6,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Leg Press",1,120.0,15,0,0,"","",
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Leg Press",2,120.0,11,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Leg Press",3,120.0,10,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Leg Press",4,120.0,10,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Shoulder Press (Plate Loaded)",1,20.0,12,0,0,"",,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Shoulder Press (Plate Loaded)",2,20.0,10,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Shoulder Press (Plate Loaded)",3,20.0,8,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Shoulder Press (Plate Loaded)",4,20.0,4,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Squat (Dumbbell)",1,25.0,10,0,0,"Superset",,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Squat (Dumbbell)",2,25.0,10,0,0,,,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Lunge (Dumbbell)",1,25.0,12,0,0,"",,
2022-01-05 12:07:54,"Hypertrophy Day",33m,"Lunge (Dumbbell)",2,25.0,8,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Stiff Leg Deadlift (Dumbbell)",1,50.0,15,0,0,"","",
2022-01-07 11:19:37,"Endurance Day",46m,"Stiff Leg Deadlift (Dumbbell)",2,50.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Stiff Leg Deadlift (Dumbbell)",3,50.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Stiff Leg Deadlift (Dumbbell)",4,50.0,10,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Iso-Lateral Chest Press (Machine)",1,20.0,10,0,0,"",,
2022-01-07 11:19:37,"Endurance Day",46m,"Iso-Lateral Chest Press (Machine)",2,20.0,10,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Iso-Lateral Chest Press (Machine)",3,20.0,10,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Iso-Lateral Chest Press (Machine)",4,20.0,6,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Bulgarian Split Squat",1,0.5,20,0,0,"",,
2022-01-07 11:19:37,"Endurance Day",46m,"Bulgarian Split Squat",2,0.5,20,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Bulgarian Split Squat",3,0.5,16,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Bent Over Row (Dumbbell)",1,25.0,15,0,0,"",,
2022-01-07 11:19:37,"Endurance Day",46m,"Bent Over Row (Dumbbell)",2,25.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Bent Over Row (Dumbbell)",3,25.0,10,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Leg Extension (Machine)",1,20.0,15,0,0,"",,
2022-01-07 11:19:37,"Endurance Day",46m,"Leg Extension (Machine)",2,20.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Leg Extension (Machine)",3,20.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Lateral Raise (Dumbbell)",1,5.0,15,0,0,"",,
2022-01-07 11:19:37,"Endurance Day",46m,"Lateral Raise (Dumbbell)",2,10.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Lateral Raise (Dumbbell)",3,10.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Seated Leg Curl (Machine)",1,20.0,15,0,0,"",,
2022-01-07 11:19:37,"Endurance Day",46m,"Seated Leg Curl (Machine)",2,25.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Seated Leg Curl (Machine)",3,20.0,20,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Upright Row (Dumbbell)",1,15.0,15,0,0,"",,
2022-01-07 11:19:37,"Endurance Day",46m,"Upright Row (Dumbbell)",2,15.0,15,0,0,,,
2022-01-07 11:19:37,"Endurance Day",46m,"Upright Row (Dumbbell)",3,15.0,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Seated Row (Machine)",1,50.0,15,0,0,"","",
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Seated Row (Machine)",2,50.0,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Seated Row (Machine)",3,50.0,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Seated Row (Machine)",4,50.0,13,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bicep Curl (Dumbbell)",1,12.5,5,0,0,"",,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bicep Curl (Dumbbell)",2,7.5,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bicep Curl (Dumbbell)",3,7.5,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bicep Curl (Dumbbell)",4,7.5,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Lat Pulldown (Machine)",1,25.0,15,0,0,"",,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Lat Pulldown (Machine)",2,25.0,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Lat Pulldown (Machine)",3,25.0,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Lat Pulldown (Machine)",4,25.0,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Triceps Extension (Dumbbell)",1,12.5,15,0,0,"",,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Triceps Extension (Dumbbell)",2,12.5,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Triceps Extension (Dumbbell)",3,12.5,15,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Triceps Extension (Dumbbell)",4,12.5,12,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bench Press (Barbell)",1,40.0,12,0,0,"",,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bench Press (Barbell)",2,40.0,12,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bench Press (Barbell)",3,40.0,9,0,0,,,
2022-01-08 15:25:44,"Afternoon Workout",1h 12m,"Bench Press (Barbell)",4,40.0,8,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",1,50.0,15,0,0,"Keep legs aligned with shoulders and push through the heels.","",
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",2,80.0,8,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",3,80.0,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",4,80.0,8,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",1,70.0,15,0,0,"Align bar with shoelaces, keep legs and straight and possible.",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",2,90.0,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",3,90.0,9,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",4,90.0,8,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",1,12.5,10,0,0,"",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",2,12.5,14,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",3,12.5,14,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",4,12.5,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",1,0.0,9,0,0,"",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",2,0.0,5,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",3,0.0,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",4,0.0,5,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",1,15.0,20,0,0,"",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",2,25.0,15,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",3,30.0,12,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",4,12.0,20,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",1,50.0,15,0,0,"Keep legs aligned with shoulders and push through the heels.","",
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",2,80.0,8,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",3,80.0,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Squat (Barbell)",4,80.0,8,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",1,70.0,15,0,0,"Align bar with shoelaces, keep legs and straight and possible.",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",2,90.0,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",3,90.0,9,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Deadlift (Barbell)",4,90.0,8,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",1,12.5,10,0,0,"",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",2,12.5,14,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",3,12.5,14,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Bench Press (Dumbbell)",4,12.5,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",1,0.0,9,0,0,"",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",2,0.0,5,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",3,0.0,10,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Pull Up (Band)",4,0.0,5,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",1,15.0,20,0,0,"",,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",2,25.0,15,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",3,30.0,12,0,0,,,
2022-01-11 13:33:13,"Workout A",1h 3m,"Face Pull (Cable)",4,12.0,20,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Leg Press",1,100.0,12,0,0,"","",
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Leg Press",2,100.0,12,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Leg Press",3,100.0,12,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Leg Press",4,100.0,10,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Strict Military Press (Barbell)",1,20.0,15,0,0,"",,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Strict Military Press (Barbell)",2,30.0,8,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Strict Military Press (Barbell)",3,30.0,8,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Strict Military Press (Barbell)",4,30.0,8,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Pull Up (Band)",1,0.0,8,0,0,"",,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Pull Up (Band)",2,0.0,5,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Pull Up (Band)",3,0.0,5,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Pull Up (Band)",4,0.0,4,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Bench Press (Barbell)",1,40.0,15,0,0,"",,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Bench Press (Barbell)",2,40.0,12,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Bench Press (Barbell)",3,40.0,10,0,0,,,
2022-01-14 10:29:51,"Hypertrophy Day",47m,"Bench Press (Barbell)",4,40.0,10,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Front Squat (Barbell)",1,40.0,12,0,0,"","",
2022-01-16 12:00:18,"Midday Workout",55m,"Front Squat (Barbell)",2,40.0,12,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Front Squat (Barbell)",3,40.0,12,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Front Squat (Barbell)",4,40.0,12,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Clean and Jerk (Barbell)",1,30.0,12,0,0,"",,
2022-01-16 12:00:18,"Midday Workout",55m,"Clean and Jerk (Barbell)",2,30.0,12,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Clean and Jerk (Barbell)",3,30.0,8,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Clean and Jerk (Barbell)",4,30.0,8,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Hip Thrust (Barbell)",1,50.0,12,0,0,"",,
2022-01-16 12:00:18,"Midday Workout",55m,"Hip Thrust (Barbell)",2,40.0,12,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Hip Thrust (Barbell)",3,40.0,12,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Hip Thrust (Barbell)",4,40.0,12,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Bench Dip",1,0.0,7,0,0,"",,
2022-01-16 12:00:18,"Midday Workout",55m,"Bench Dip",2,0.0,10,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Bench Dip",3,0.0,8,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Bench Dip",4,0.0,8,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Incline Bench Press (Barbell)",1,40.0,8,0,0,"",,
2022-01-16 12:00:18,"Midday Workout",55m,"Incline Bench Press (Barbell)",2,40.0,5,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Incline Bench Press (Barbell)",3,40.0,6,0,0,,,
2022-01-16 12:00:18,"Midday Workout",55m,"Incline Bench Press (Barbell)",4,40.0,6,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Bulgarian Split Squat",1,30.0,11,0,0,"","",
2022-01-18 11:30:44,"Workout C",51m,"Bulgarian Split Squat",2,30.0,13,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Bulgarian Split Squat",3,30.0,11,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Bulgarian Split Squat",4,30.0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Romanian Deadlift (Dumbbell)",1,45.0,15,0,0,"",,
2022-01-18 11:30:44,"Workout C",51m,"Romanian Deadlift (Dumbbell)",2,50.0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Romanian Deadlift (Dumbbell)",3,45.0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Romanian Deadlift (Dumbbell)",4,45.0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Overhead Press (Dumbbell)",1,20.0,10,0,0,"",,
2022-01-18 11:30:44,"Workout C",51m,"Overhead Press (Dumbbell)",2,20.0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Overhead Press (Dumbbell)",3,20.0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Overhead Press (Dumbbell)",4,20.0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Inverted Row (Bodyweight)",1,0,10,0,0,"",,
2022-01-18 11:30:44,"Workout C",51m,"Inverted Row (Bodyweight)",2,0,8,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Inverted Row (Bodyweight)",3,0,8,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Inverted Row (Bodyweight)",4,0,10,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Cable Crossover",1,10.0,15,0,0,"",,
2022-01-18 11:30:44,"Workout C",51m,"Cable Crossover",2,10.0,13,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Cable Crossover",3,10.0,15,0,0,,,
2022-01-18 11:30:44,"Workout C",51m,"Cable Crossover",4,10.0,13,0,0,,,
